County_Name,State_Name,Land_Area,Population_Density,Census_2010,Estimates_Base,Estimate_2010,Estimate_2011,Estimate_2012,Estimate_2013,Estimate_2014,Estimate_2015,Estimate_2016,Estimate_2017,Estimate_2018,Estimate_2019
Nevada County,California,2480,100/sq mi (39/km2),98764,98747,98790,98701,98137,97938,98572,98676,98913,99367,99508,99755
Orange County,California,2070,"3,200/sq mi (1,200/km2)",3010232,3008989,3015171,3049271,3078068,3104950,3126537,3149280,3164986,3174289,3175973,3175692
Placer County,California,3640,230/sq mi (90/km2),348432,348502,350021,356328,360263,365398,369217,372841,378943,385115,392330,398329
Plumas County,California,6610,7.7/sq mi (3.0/km2),20007,20007,19914,19719,19377,18895,18622,18427,18665,18660,18741,18807
Riverside County,California,18660,300/sq mi (120/km2),2189641,2189765,2201576,2234070,2261204,2286755,2316162,2345816,2380081,2414964,2445789,2470546
Sacramento County,California,2500,"1,400/sq mi (550/km2)",1418788,1418735,1421383,1433730,1444852,1457341,1474917,1493674,1510987,1527301,1538746,1552058
San Benito County,California,1389,15/km2 (40/sq mi),55269,55265,55516,55977,56599,57239,57825,58216,59225,60164,61467,62808
San Bernardino County,California,51950,100/sq mi (39/km2),2035210,2035183,2040848,2060827,2073512,2082738,2099181,2115411,2131960,2150945,2166753,2180085
San Diego County,California,10900,680/sq mi (260/km2),3095313,3095349,3103212,3137156,3174335,3209768,3248877,3280850,3306089,3321237,3333861,3338330
San Francisco County,California,121.46,"18,838/sq mi (7,272/km2)",805235,805184,805505,815650,828876,839572,850750,863010,871512,878040,880696,881549
San Joaquin County,California,3600,490/sq mi (190/km2),685306,685306,687127,694354,699593,702046,711579,722271,732809,743296,752491,762148
San Luis Obispo County,California,8540,86/sq mi (33/km2),269637,269597,269802,271058,274160,275696,278227,280077,281803,282481,283354,283111
San Mateo County,California,1160,970/sq mi (370/km2),718451,718517,719699,728344,739224,748661,757204,765055,767906,768901,768681,766573
Santa Barbara County,California,7080,110/sq mi (43/km2),423895,423947,424231,425453,429699,434601,439045,442229,444340,445298,445780,446499
Santa Clara County,California,3300,"1,400/sq mi (530/km2)",1781642,1781686,1786040,1812054,1837853,1866425,1891753,1916285,1928368,1932510,1932337,1927852
Santa Cruz County,California,1150,430/sq mi (170/km2),262382,262350,263147,264858,266340,268816,270861,273503,274396,274856,273841,273213
Shasta County,California,3775,18/km2 (46/sq mi),177223,177221,177274,177588,177875,178397,178844,178314,178571,179384,179709,180080
Sierra County,California,2470,3.4/sq mi (1.3/km2),3240,3239,3220,3098,3067,3028,2972,2985,2951,3002,2997,3005
Siskiyou County,California,16260,7.1/sq mi (2.7/km2),44900,44900,44938,44615,44079,43532,43338,43254,43376,43622,43550,43539
Solano County,California,2130,460/sq mi (180/km2),413344,413343,413967,416342,419674,423659,429006,433409,438858,443511,445725,447643
Sonoma County,California,4080,270/sq mi (110/km2),483878,483861,484755,487421,489993,494073,498560,500863,502547,502469,498643,494336
Stanislaus County,California,3870,340/sq mi (130/km2),514453,514450,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660
Sutter County,California,602,60/km2 (160/sq mi),94737,94756,94751,94482,94189,94507,94778,95282,95742,96204,96348,96971
Tehama County,California,7600,21/sq mi (8.3/km2),63463,63440,63559,63331,63212,62875,62801,63158,63453,63847,64018,65084
Trinity County,California,3179,1.7/km2 (4.3/sq mi),13786,13784,13755,13685,13489,13427,13128,13094,12828,12726,12567,12285
Tulare County,California,12490,91/sq mi (35/km2),442179,442182,442969,446784,449779,452460,455138,457161,459235,462308,464589,466195
Tuolumne County,California,5750,24/sq mi (9.3/km2),55365,55368,55190,54830,54221,53997,53851,53615,53770,53976,54387,54478
Ventura County,California,4770,370/sq mi (140/km2),823318,823398,825097,830099,833516,838136,842297,845802,847323,849044,848142,846006
Yolo County,California,2630,200/sq mi (76/km2),200849,200855,201073,201954,204576,206292,208398,212037,215627,218477,220118,220500
Yuba County,California,1640,110/sq mi (43/km2),72155,72142,72348,72489,72774,73090,73533,74045,74952,76578,77557,78668
Adams County,Colorado,3030,431/sq mi (166/km2),441603,441697,443691,452201,460558,469978,479946,490443,497734,503590,511354,517421
Alamosa County,Colorado,1870,21/sq mi (8/km2),15445,15440,15515,15709,15680,15787,15803,15894,16053,16108,16248,16233
Arapahoe County,Colorado,2070,806/sq mi (234/km2),572003,572118,574747,585968,596500,608467,619034,630984,638950,644478,651797,656590
Archuleta County,Colorado,3500,8.9/sq mi (3.4/km2),12084,12084,12046,12021,12132,12216,12231,12387,12825,13295,13730,14029
Baca County,Colorado,6620,1.5/sq mi (0.6/km2),3788,3787,3807,3778,3722,3656,3587,3555,3530,3554,3584,3581
Bent County,Colorado,3920,4.0/sq mi (1.5/km2),6499,6499,6500,6424,5848,5761,5820,5889,5833,5827,5808,5577
Boulder County,Colorado,1880,450/sq mi (172/km2),294567,294560,295037,299957,304570,309323,312233,318027,321250,322441,324636,326196
Broomfield County,Colorado,85.48,"2,015.79/sq mi (799.50/km2)",55889,55861,56226,57493,58971,60149,61764,64866,66513,68263,69324,70465
Chaffee County,Colorado,2620,18/sq mi (7/km2),17809,17809,17808,18028,18154,18355,18451,18612,19110,19666,20041,20356
Cheyenne County,Colorado,4600,1.0/sq mi (0.4/km2),1836,1833,1833,1863,1872,1879,1846,1827,1850,1853,1859,1831
Clear Creek County,Colorado,1020,23/sq mi (9/km2),9088,9073,9083,9011,9018,9024,9124,9244,9353,9574,9604,9700
Conejos County,Colorado,3330,6.4/sq mi (2.5/km2),8256,8256,8312,8290,8248,8199,8230,8065,8050,8139,8181,8205
Costilla County,Colorado,3180,2.9/sq mi (1.1/km2),3524,3524,3529,3641,3603,3541,3561,3576,3693,3756,3812,3887
Crowley County,Colorado,2040,7.4/sq mi (2.9/km2),5823,5823,5861,5882,5467,5346,5609,5628,5285,5840,5957,6061
Custer County,Colorado,1910,5.8/sq mi (2.2/km2),4255,4251,4279,4225,4219,4261,4340,4434,4588,4857,4934,5068
Delta County,Colorado,2960,27/sq mi (10/km2),30952,30953,30860,30393,30465,30338,29963,29913,30346,30519,30884,31162
Denver County,Colorado,397.13,"4,519.94/sq mi (1,745.15/km2)",600158,599825,603359,620530,635163,649391,664582,683285,696159,704961,716265,727211
Dolores County,Colorado,2760,1.9/sq mi (0.7/km2),2064,2064,2069,2044,2009,2033,1977,1981,2056,2045,2060,2055
Douglas County,Colorado,2200,399/sq mi (154/km2),285465,285465,286977,292548,298708,306234,314545,322025,328219,335816,342989,351154
Eagle County,Colorado,4360,31/sq mi (12/km2),52197,52201,52099,52051,52334,52816,53276,53865,54541,54929,54943,55127
Elbert County,Colorado,4790,12/sq mi (5/km2),23086,23088,23142,23178,23274,23541,24031,24630,25157,25765,26303,26729
El Paso County,Colorado,5510,329/sq mi (127/km2),622263,622253,627031,637305,646003,655209,663129,674001,688277,700099,712089,720403
Fremont County,Colorado,3970,31/sq mi (12/km2),46824,46828,46837,47379,47052,46332,46147,46282,46976,47548,47959,47839
Garfield County,Colorado,7640,19/sq mi (7/km2),56389,56373,56072,56048,56761,56938,57161,57698,58785,59032,59701,60061
Gilpin County,Colorado,400,36/sq mi (14/km2),5441,5449,5471,5428,5431,5530,5747,5805,5914,6018,6112,6243
Grand County,Colorado,4780,8.0/sq mi (3.1/km2),14843,14843,14796,14563,14221,14312,14559,14726,15179,15364,15511,15734
Gunnison County,Colorado,8390,4.7/sq mi (1.8/km2),15324,15324,15291,15261,15378,15575,15765,16104,16414,16863,17167,17462
Hinsdale County,Colorado,2890,0.8/sq mi (0.3/km2),843,843,844,825,802,804,773,764,788,791,808,820
Huerfano County,Colorado,4120,4.2/sq mi (1.6/km2),6711,6711,6681,6528,6565,6460,6393,6404,6580,6628,6887,6897
Jackson County,Colorado,4180,1/sq mi (0.4/km2),1394,1393,1389,1357,1325,1336,1385,1353,1358,1375,1395,1392
Jefferson County,Colorado,1980,752/sq mi (290/km2),534543,534829,535548,540506,546602,552031,558819,564888,571413,575417,579392,582881
Kiowa County,Colorado,4580,0.8/sq mi (0.3/km2),1398,1398,1404,1431,1409,1392,1380,1384,1342,1365,1379,1406
Kit Carson County,Colorado,5600,3.8/sq mi (1.5/km2),8270,8270,8263,8172,8072,8245,8018,8215,7626,7137,7159,7097
Lake County,Colorado,980,19/sq mi (7/km2),7310,7310,7264,7343,7253,7263,7317,7442,7590,7750,7846,8127
La Plata County,Colorado,4380,30/sq mi (10/km2),51334,51335,51411,51866,52451,53368,53865,54687,55316,55563,56299,56221
Larimer County,Colorado,6720,133/sq mi (51/km2),299630,299630,300441,305246,310842,316225,324008,333303,338984,344084,350660,356899
Las Animas County,Colorado,12360,3/sq mi (1/km2),15507,15507,15422,15053,14992,14396,14048,14043,14073,14201,14508,14506
Lincoln County,Colorado,6680,2.1/sq mi (0.8/km2),5467,5469,5471,5419,5440,5435,5501,5543,5551,5523,5606,5701
Logan County,Colorado,4760,12/sq mi (5/km2),22709,22709,22750,22577,22356,22174,22440,22472,22435,22317,22268,22409
Mesa County,Colorado,8620,44/sq mi (17/km2),146723,146733,146259,147174,147317,147175,147113,148025,149736,151170,152951,154210
Mineral County,Colorado,2270,0.8/sq mi (0.3/km2),712,712,704,711,719,732,704,744,756,753,772,769
Moffat County,Colorado,12280,2.9/sq mi (1.1/km2),13795,13791,13794,13423,13171,13126,12934,12939,13144,13088,13183,13283
Montezuma County,Colorado,5300,12/sq mi (5/km2),25535,25541,25576,25476,25476,25542,25514,25716,25994,26112,26152,26183
Montrose County,Colorado,5800,18/sq mi (7/km2),41276,41276,41186,40974,40650,40549,40585,40562,41151,41753,42206,42758
Morgan County,Colorado,3300,22/sq mi (8/km2),28159,28159,28241,28452,28248,28223,28103,28252,28199,28295,28769,29068
Otero County,Colorado,3270,15/sq mi (6/km2),18831,18833,18859,18839,18634,18452,18336,18182,18266,18345,18338,18278
Ouray County,Colorado,1400,8.2/sq mi (3.2/km2),4436,4442,4456,4423,4507,4552,4574,4608,4789,4813,4822,4952
Park County,Colorado,5680,7.4/sq mi (2.9/km2),16206,16203,16279,16055,16049,16184,16381,16726,17343,17894,18525,18845
Phillips County,Colorado,1780,6.5/sq mi (2.5/km2),4442,4442,4469,4401,4417,4383,4392,4327,4280,4288,4285,4265
Pitkin County,Colorado,2510,18/sq mi (7/km2),17148,17144,17154,17169,17292,17460,17712,17940,17975,17973,17976,17767
Prowers County,Colorado,4240,7.7/sq mi (3.0/km2),12551,12551,12545,12502,12421,12317,12062,11936,11926,11998,12079,12172
Pueblo County,Colorado,6180,70.21/sq mi (27.11/km2),159063,159063,159390,160184,160721,161033,161356,163006,164774,166283,167422,168424
Rio Blanco County,Colorado,8340,2.1/sq mi (0.8/km2),6666,6673,6623,6747,6758,6693,6595,6478,6436,6352,6330,6324
Rio Grande County,Colorado,2360,13/sq mi (5/km2),11982,11982,12023,11913,11866,11676,11504,11352,11337,11297,11271,11267
Routt County,Colorado,6120,10/sq mi (4/km2),23509,23506,23434,23252,23272,23599,24067,24360,24682,25171,25507,25638
Saguache County,Colorado,8210,1.9/sq mi (0.7/km2),6108,6108,6136,6188,6333,6242,6198,6253,6412,6633,6840,6824
San Juan County,Colorado,1000,1.8/sq mi (0.7/km2),699,699,708,690,692,692,712,689,691,712,764,728
San Miguel County,Colorado,3330,5.7/sq mi (2.2/km2),7359,7359,7357,7487,7581,7621,7738,7836,8017,8034,8180,8179
Sedgwick County,Colorado,1420,4.3/sq mi (1.7/km2),2379,2382,2371,2372,2378,2340,2334,2373,2400,2311,2276,2248
Summit County,Colorado,1570,46/sq mi (18/km2),27994,27994,28073,28042,28298,28728,29317,30045,30552,30820,30817,31011
Teller County,Colorado,1440,42/sq mi (16/km2),23350,23359,23469,23369,23445,23356,23433,23388,24058,24674,25113,25388
Washington County,Colorado,6520,1.9/sq mi (0.7/km2),4814,4812,4821,4762,4701,4743,4733,4786,4834,4921,4888,4908
Weld County,Colorado,10330,76/sq mi (29/km2),252825,252827,254207,258827,264131,270165,277112,285819,295712,305885,314815,324492
Yuma County,Colorado,6120,4.2/sq mi (1.6/km2),10043,10043,10049,10134,10100,10132,10184,10037,10055,9959,9947,10019
Fairfield County,Connecticut,1620,"1,100/sq mi (420/km2)",916829,916904,919355,928000,935099,939924,944196,944943,944347,943038,943971,943332
Hartford County,Connecticut,45,"7,135/sq mi (2,754.7/km2)",894014,894052,895236,896864,897706,897678,897407,896290,894141,893076,892580,891720
Litchfield County,Connecticut,2390,200/sq mi (78/km2),189927,189880,189763,188972,187570,186836,185343,184122,182793,181667,181095,180333
Middlesex County,Connecticut,960,380/sq mi (150/km2),165676,165672,165616,166174,165634,165329,164786,163724,163292,162942,162870,162436
New Haven County,Connecticut,48.4,"6,500/sq mi (2,500/km2)",862477,862442,863357,863871,864566,862820,862885,860186,857901,857748,856971,854757
New London County,Connecticut,1720,350/sq mi (140/km2),274055,274070,274004,273037,274091,272976,271462,269636,268403,267419,266285,265206
Tolland County,Connecticut,1100,370/sq mi (140/km2),152691,152747,153239,153050,151967,151778,151693,151734,151162,151009,150689,150721
Windham County,Connecticut,1330,230/sq mi (88/km2),118428,118380,118544,118315,117914,117500,116752,116487,116102,116398,117059,116782
Kent County,Delaware,1520,200/sq mi (79/km2),162310,162350,162956,165110,167297,169038,171456,173128,174542,176499,178540,180786
New Castle County,Delaware,1100,"1,100/sq mi (420/km2)",538479,538484,538752,541909,544848,548331,550768,553488,555058,555976,557550,558753
Sussex County,Delaware,2420,160/sq mi (64/km2),197145,197103,197885,200362,203034,206207,210263,214636,219321,224348,229389,234225
District of Columbia,District of Columbia,158.1,"11,506/sq mi (4,442/km2)",601723,601767,605226,619800,634924,650581,662328,675400,685815,694906,701547,705749
Alachua County,Florida,2270,301/sq mi (116/km2),247336,247337,247614,249834,251520,252475,255456,259052,263959,266309,268851,269043
Baker County,Florida,1520,48.5/sq mi (18.7/km2),27115,27115,27066,27049,27053,27009,27122,27355,27884,28254,28353,29210
Bay County,Florida,1960,242/sq mi (93/km2),168852,168850,169206,169555,171757,174596,178289,181488,183634,184736,186240,174705
Bradford County,Florida,760,91/sq mi (35/km2),28520,28519,28536,28431,27051,26802,26552,26748,26740,27142,27752,28201
Brevard County,Florida,2630,587/sq mi (227/km2),543376,543372,543965,544359,546966,550255,555548,565746,576874,587769,595203,601942
Broward County,Florida,3116.03,"1,300/sq mi (510/km2)",1748066,1748146,1752803,1786980,1814253,1836600,1860933,1885040,1912583,1934516,1946107,1952778
Calhoun County,Florida,1470,25.5/sq mi (9.8/km2),14625,14627,14647,14717,14665,14578,14450,14406,14330,14428,14543,14105
Charlotte County,Florida,1800,268/sq mi (103/km2),159978,159967,159875,159869,162744,164671,168041,172382,177671,181522,184849,188910
Citrus County,Florida,1510,243/sq mi (94/km2),141236,141230,141173,139764,139180,138829,138828,140287,142804,145415,147682,149657
Clay County,Florida,1560,352/sq mi (136/km2),190865,190878,191451,192314,193861,195657,198570,202392,207246,212228,215908,219252
Collier County,Florida,5170,187/sq mi (72/km2),321520,321522,322581,327629,332233,338987,347211,356041,365445,372678,378201,384902
Columbia County,Florida,2070,87/sq mi (34/km2),67531,67526,67553,67317,67884,67417,67779,68222,69265,69999,70668,71686
DeSoto County,Florida,1650,55/sq mi (21/km2),34862,34862,34934,34845,35005,34905,35338,35648,36255,37241,37368,38001
Dixie County,Florida,1830,23/sq mi (9/km2),16422,16422,16400,16406,16153,16084,16041,16353,16465,16615,16685,16826
Duval County,Florida,1970,"1,231/sq mi (475/km2)",864263,864253,865628,872355,880108,885943,896668,910578,926010,937933,948652,957755
Escambia County,Florida,1700,478/sq mi (185/km2),297619,297620,298038,299401,303423,306694,307960,309311,311473,313249,315104,318316
Flagler County,Florida,1260,228/sq mi (88/km2),95696,95692,96066,97462,98434,99798,101889,104436,107406,109999,112085,115081
Franklin County,Florida,1390,22/sq mi (8/km2),11549,11549,11522,11472,11612,11521,11661,11707,11823,11724,11676,12125
Gadsden County,Florida,1340,89.3/sq mi (34.5/km2),46389,47744,47794,47373,46574,46087,46114,46060,46086,45993,45927,45660
Gilchrist County,Florida,900,48/sq mi (19/km2),16939,16941,17000,16994,16897,16957,16991,17378,17622,17900,18284,18582
Glades County,Florida,2090,16/sq mi (6/km2),12884,12881,12869,12837,12669,12670,12943,13099,13406,13580,13686,13811
Gulf County,Florida,1460,28.6/sq mi (11.0/km2),15863,15863,15825,15764,15770,15884,16002,15929,16062,16105,16146,13639
Hamilton County,Florida,1330,29/sq mi (11/km2),14799,14799,14683,14595,14721,14342,14071,14272,14303,14364,14262,14428
Hardee County,Florida,1650,43/sq mi (17/km2),27731,27737,27730,27684,27439,27311,27266,27177,27219,27154,27168,26937
Hendry County,Florida,2990,34/sq mi (13/km2),39140,39143,39009,38972,37870,37809,38474,39248,40037,41018,41336,42022
Hernando County,Florida,1230,394/sq mi (152/km2),172778,172778,172969,172847,172718,173639,175298,177900,182459,186704,190582,193920
Highlands County,Florida,2630,101/sq mi (39/km2),98786,98784,98635,98477,98222,98077,98584,100137,102041,103852,104933,106221
Hillsborough County,Florida,2600,"1,381/sq mi (533/km2)",1229226,1229202,1233498,1255503,1279639,1304131,1332298,1364073,1396693,1426736,1451919,1471968
Holmes County,Florida,1240,40.8/sq mi (15.8/km2),19927,19923,19843,19838,19697,19594,19564,19273,19398,19427,19443,19617
Indian River County,Florida,1300,307/sq mi (119/km2),138028,138028,138270,139103,140473,141895,144445,147434,151159,154241,157187,159923
Jackson County,Florida,2380,52.6/sq mi (20.3/km2),49746,49764,49648,49197,49109,48880,48730,48609,48299,48289,48112,46414
Jefferson County,Florida,1550,23.6/sq mi (9.1/km2),14761,14761,14755,14529,14219,14209,14056,14115,13960,14165,14321,14246
Lafayette County,Florida,1410,16/sq mi (6/km2),8870,8868,8808,8798,8791,8819,8862,8724,8747,8602,8691,8422
Lake County,Florida,2430,369/sq mi (142/km2),297052,297047,297709,300505,303725,307973,315340,325154,334913,345432,356720,367118
Lee County,Florida,2030,943/sq mi (364/km2),618754,618755,620449,631053,644197,659834,677232,699644,722649,740000,754470,770577
Leon County,Florida,1730,435/sq mi (168/km2),275487,275483,275971,278371,283620,281887,283770,285904,286744,290965,291657,293582
Levy County,Florida,2900,36/sq mi (14/km2),40801,40798,40720,40151,39823,39433,39296,39601,39837,40276,40798,41503
Liberty County,Florida,2170,10/sq mi (4/km2),8365,8365,8349,8264,8301,8357,8418,8409,8300,8236,8427,8354
Madison County,Florida,1800,26.5/sq mi (10.2/km2),19224,19226,19248,19130,18972,18753,18601,18478,18316,18474,18540,18493
Manatee County,Florida,1920,519/sq mi (200/km2),322833,322879,323424,327549,333844,341855,350865,362548,375373,385506,394387,403253
Marion County,Florida,4110,224/sq mi (86/km2),331298,331299,331331,332286,333873,335083,338005,342182,347469,353339,359062,365579
Martin County,Florida,1410,295/sq mi (114/km2),146318,146852,146909,147871,148981,151126,153119,155559,158325,159701,160742,161000
